 ,Basel,Basel,Basel,Basel
lat,47.75,47.75,47.75,47.75
lon,7.5,7.5,7.5,7.5
asl,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature ,Basel Relative Humidity ,Basel Wind Speed,Basel Wind Direction
20220804T1300,36.060246,23.958605,2.0991426,239.03624
20220804T1400,36.940247,21.574871,3.319036,229.39871
20220804T1500,37.38025,19.41213,5.4119864,273.8141
20220804T1600,37.36025,18.904917,14.480773,325.1247
20220804T1700,37.02025,19.31258,13.570615,338.1986
20220804T1800,36.220245,20.046614,7.92,360
20220804T1900,33.660248,35.246758,5.692099,34.69516
20220804T2000,31.000246,30.94036,3.319036,77.47118
20220804T2100,28.710245,37.261173,1.4399999,89.99999
20220804T2200,27.580246,40.709423,1.8,180
20220804T2300,26.150246,46.467857,7.9036193,300.0686
20220805T0000,25.260244,49.93503,2.2768397,341.56506
20220805T0100,25.370245,48.933403,8.854829,296.56506
20220805T0200,24.580246,51.205914,10.948973,350.5377
20220805T0300,23.390245,57.026558,2.3051248,38.659805
20220805T0400,22.790245,61.569427,5.8603754,349.38034
20220805T0500,22.260244,65.299225,9,343.7398
20220805T0600,22.470245,66.57264,12.303366,339.44397
20220805T0700,23.980246,61.91855,11.720751,10.619659
20220805T0800,25.830246,54.851192,8.707237,60.25511
20220805T0900,27.130245,50.329525,6.489992,86.82017
20220805T1000,28.730246,46.205902,3.671294,101.30993
20220805T1100,30.800245,40.28687,7.9932966,54.16234
20220805T1200,31.700245,37.678455,4.510787,331.38956
20220805T1300,32.480247,34.989956,5.4119864,86.18592
20220805T1400,33.11025,32.965897,3.5455887,293.9625
20220805T1500,33.460247,32.447548,11.457958,316.273
20220805T1600,31.450245,39.59429,11.304229,322.76517
20220805T1700,31.600245,38.18773,8.225035,336.8014
20220805T1800,29.380245,45.036728,4.829907,333.43497
20220805T1900,26.650246,53.873833,4.8433046,318.01282
20220805T2000,25.260244,58.258102,7.5170207,343.30075
20220805T2100,24.410246,58.129807,12.287555,5.04245
20220805T2200,23.030245,63.395355,14.934577,15.376251
20220805T2300,20.410246,87.14521,7.69592,349.2157
20220806T0000,20.360245,85.34347,7.5685663,357.2737
20220806T0100,20.110245,83.12687,8.049845,10.30484
20220806T0200,19.640245,80.253006,9.007196,2.2906036
20220806T0300,19.230246,77.50575,11.525623,358.21008
20220806T0400,18.910246,73.96876,11.525623,1.7899017
20220806T0500,18.680244,70.94616,10.853866,5.7105865
20220806T0600,18.370245,69.09123,11.570515,5.3558044
20220806T0700,18.490246,65.29773,11.525623,14.470276
20220806T0800,18.980246,62.02842,11.770403,23.42868
20220806T0900,19.680244,60.28491,12.7279215,28.739777
20220806T1000,20.580246,57.99525,13.53236,28.610443
20220806T1100,21.560246,57.21055,10.966713,23.198593
20220806T1200,22.300245,55.797962,8.942214,40.100906
20220806T1300,23.770245,51.463253,8.942214,49.89908
20220806T1400,24.680244,48.46141,11.212135,47.602554
20220806T1500,25.180244,45.658955,11.298495,59.34932
20220806T1600,25.450245,43.844482,10.587917,72.18111
20220806T1700,25.540245,42.442204,9.3669195,92.2026
20220806T1800,24.790245,43.834885,9.746631,94.23639
20220806T1900,23.800245,46.343822,8.669949,94.76365
20220806T2000,21.950245,50.47403,4.6938252,85.60129
20220806T2100,20.780245,52.218956,4.3349743,94.76365
20220806T2200,19.660246,52.839085,4.39436,55.007973
20220806T2300,19.000246,62.19815,6.3690495,42.70938
20220807T0000,17.530245,62.98644,4.1046314,37.87497
20220807T0100,16.900246,61.497696,4.0249224,26.565033
20220807T0200,16.510246,59.84021,6.489992,19.440033
20220807T0300,15.750245,59.980175,7.072878,14.743561
20220807T0400,15.350245,60.210934,7.208994,2.8624115
20220807T0500,15.010245,61.463127,6.849467,356.98724
20220807T0600,15.430245,61.94406,6.130579,356.63354
20220807T0700,17.090246,57.39333,7.6367526,8.130096
20220807T0800,18.550245,55.321945,10.365251,20.323135
20220807T0900,20.180244,54.59855,11.592894,36.158173
20220807T1000,22.140245,53.844334,11.988594,41.347763
20220807T1100,23.950245,51.95079,10.97262,41.009094
20220807T1200,25.060246,49.654736,12.4811535,56.768288
20220807T1300,25.730246,47.395706,12.979984,70.55996
20220807T1400,26.440245,44.75892,10.661107,78.31063
20220807T1500,27.050245,41.862747,8.12197,77.19573
20220807T1600,27.360245,39.879177,7.2805495,81.46923
20220807T1700,27.200245,39.129932,6.5693827,99.46232
20220807T1800,26.490246,40.564823,6.12,118.07248
20220807T1900,25.210245,45.069187,4.8433046,131.98721
20220807T2000,23.750246,45.444828,2.8116899,129.80557
20220807T2100,22.290245,48.713924,2.0991426,149.03624
20220807T2200,20.990246,51.926308,2.0991426,59.036232
20220807T2300,17.840246,68.71138,5.771239,86.42367
20220808T0000,18.060246,66.032295,5.00128,59.74356
20220808T0100,17.380245,68.435585,4.3349743,48.366455
20220808T0200,16.780245,69.73979,5.495161,31.607498
20220808T0300,15.250245,73.12232,6.12,28.07248
20220808T0400,15.320246,74.220345,4.829907,26.565033
20220808T0500,14.510245,76.24816,4.198285,30.963745
20220808T0600,13.890245,79.068,5.00128,30.256424
20220808T0700,17.200245,68.080536,5.315336,28.30075
20220808T0800,19.920246,56.16036,5.6920996,18.434952
20220808T0900,22.580246,47.16013,7.42159,22.833649
20220808T1000,24.660246,41.164074,9.387651,32.47119
20220808T1100,26.280245,38.40657,10.990322,31.607498
20220808T1200,27.750246,35.214016,12.387348,54.46232
20220808T1300,28.860245,32.216404,11.090103,54.2461
20220808T1400,29.620245,30.009789,10.514218,51.95294
20220808T1500,30.170246,28.452055,10.44,43.602814
20220808T1600,30.380245,27.232626,10.703569,42.27368
20220808T1700,30.260244,27.55156,11.212135,42.39743
20220808T1800,29.510244,28.713964,10.948973,46.3322
20220808T1900,27.730246,35.27893,7.42159,39.09384
20220808T2000,25.040245,40.479336,8.654987,44.999985
20220808T2100,23.020245,47.502316,8.0899935,57.72435
20220808T2200,21.610245,51.745136,6.9247384,62.102737
20220808T2300,19.580246,58.36732,8.707237,60.25511
20220809T0000,17.960245,64.44747,8.049845,63.43495
20220809T0100,16.850245,67.6453,7.10031,59.534447
20220809T0200,15.850245,71.15711,6.3690495,47.29059
20220809T0300,15.260245,74.01129,5.6002855,44.999985
20220809T0400,14.750245,76.85189,5.8603754,42.510437
20220809T0500,14.270246,79.28407,7.145796,40.914368
20220809T0600,14.950245,77.761856,6.6087217,29.357742
20220809T0700,18.250246,65.1586,7.42159,22.833649
20220809T0800,21.140245,53.79922,7.5685663,25.34616
20220809T0900,24.010244,44.14395,9.793059,36.027374
20220809T1000,26.400246,36.806084,12.738099,47.29059
20220809T1100,28.330246,31.342281,14.799459,48.945175
20220809T1200,29.470245,28.528841,14.277983,56.30993
20220809T1300,30.340246,26.458466,13.896187,53.426956
20220809T1400,31.020245,24.77917,13.755579,47.121094
20220809T1500,31.360245,24.10377,13.746156,44.999985
20220809T1600,31.340246,23.82083,13.755579,42.87889
20220809T1700,31.060246,23.79601,13.755579,42.87889
20220809T1800,30.330246,23.783058,13.237038,44.999985
20220809T1900,28.500246,27.462435,8.913181,43.36342
20220809T2000,25.140245,35.932068,9.957108,40.601288
20220809T2100,23.030245,42.21568,9.422101,46.54814
20220809T2200,21.310246,47.99113,7.7879906,56.30993
20220809T2300,19.510244,54.71799,9.504273,65.37643
20220810T0000,18.520245,58.182884,6.489992,70.55996
20220810T0100,17.570246,61.449684,7.42159,67.166336
20220810T0200,16.750246,64.47839,7.42159,50.906143
20220810T0300,16.390245,65.62415,7.127636,44.999985
20220810T0400,15.8102455,67.28941,7.928177,39.472458
20220810T0500,15.330245,68.378426,8.209263,37.87497
20220810T0600,15.850245,68.21062,7.2,36.86989
20220810T0700,19.360245,55.419243,7.491114,35.217575
20220810T0800,22.140245,45.63664,8.942214,40.100906
20220810T0900,24.450245,38.531715,12.181624,55.840294
20220810T1000,26.130245,34.73123,13.53236,61.38954
20220810T1100,27.660246,31.260084,13.783817,49.23639
20220810T1200,28.870245,28.673388,14.4,53.130096
20220810T1300,29.890245,26.390526,14.480773,55.124657
20220810T1400,30.480246,24.974396,13.979872,55.491463
20220810T1500,30.900246,23.819038,13.479583,55.885513
20220810T1600,30.980246,22.910925,13.217443,60.64225
20220810T1700,30.630245,22.569405,13.217443,60.64225
20220810T1800,29.960245,22.395342,12.413477,60.46122
20220810T1900,28.140245,25.313353,8.0899935,57.72435
20220810T2000,24.600245,34.27059,8.435069,50.194427
20220810T2100,22.600245,40.05514,8.4963045,53.61563
20220810T2200,20.700245,46.13331,8.587338,56.976128
20220810T2300,19.500246,50.42157,9.107359,71.56504
20220811T0000,18.290245,54.881252,8.209263,74.74488
20220811T0100,17.260244,58.34052,8.209263,52.125
20220811T0200,16.120245,63.042263,7.653705,41.18593
20220811T0300,15.630245,64.53043,7.145796,49.085617
20220811T0400,14.880245,68.469666,6.297428,59.036255
20220811T0500,14.230246,71.758835,5.154415,65.224846
20220811T0600,14.530245,73.13733,5.00128,59.74356
20220811T0700,17.850245,60.817764,5.00128,59.74356
20220811T0800,20.900246,48.137268,5.8048253,60.25511
20220811T0900,23.170246,41.212032,7.0911775,66.037506
20220811T1000,25.170246,37.10227,8.089993,69.14554
20220811T1100,26.790245,34.013317,9.085988,56.30993
20220811T1200,28.260244,30.860966,9.885262,56.88865
20220811T1300,29.400246,28.087929,9.220499,51.34018
20220811T1400,30.380245,26.00622,8.435069,50.194427
20220811T1500,30.990246,24.619865,7.8954163,43.15239
20220811T1600,31.220245,24.513594,9,36.86989
20220811T1700,30.920246,25.400505,10.514218,38.047028
20220811T1800,30.220245,26.787006,9.585739,34.286865
20220811T1900,28.200245,32.859627,7.8954163,24.227737
20220811T2000,25.520245,35.363968,8.049845,26.565033
20220811T2100,23.570246,40.661674,8.891343,31.759476
20220811T2200,21.540245,46.745728,8.404285,46.735703
20220811T2300,19.900246,53.25972,7.7879906,56.30993
20220812T0000,18.840246,57.33159,7.24486,63.43495
20220812T0100,17.580246,62.57681,7.8954163,65.772255
20220812T0200,16.700245,65.07722,6.6185193,67.61986
20220812T0300,15.940246,66.77492,6.6087217,60.64225
20220812T0400,15.300245,68.55716,6.792466,57.994614
20220812T0500,14.580245,70.62221,6.297428,59.036255
20220812T0600,14.870245,70.91856,4.0249224,63.43495
20220812T0700,18.450245,57.194756,4.8965297,53.97262
20220812T0800,21.650246,45.345673,6.8777895,47.121094
20220812T0900,24.100245,37.122963,11.119281,60.945396
20220812T1000,26.240246,31.716274,11.631956,68.19859
20220812T1100,27.640245,29.580072,12.413477,60.46122
20220812T1200,28.600245,27.414848,11.753877,62.65013
20220812T1300,29.630245,25.210243,11.183201,56.82148
20220812T1400,30.180244,23.596888,11.753876,49.96974
20220812T1500,30.570246,22.121601,11.457958,46.27301
20220812T1600,30.620245,21.33619,12.218805,44.999985
20220812T1700,30.260244,21.587057,12.475961,46.16913
20220812T1800,29.480246,22.47301,12.229406,47.38594
20220812T1900,27.450245,28.82847,7.6367526,44.999985
20220812T2000,23.880245,36.234,7.5942082,58.570435
20220812T2100,22.120245,40.66083,6.725354,74.47588
20220812T2200,20.200245,45.648262,6.9899354,78.11134
20220812T2300,18.730246,51.07471,7.92,89.99999
20220813T0000,17.830246,54.278263,6.725354,74.47588
20220813T0100,16.580246,59.1289,7.754637,68.19859
20220813T0200,15.700245,61.545063,7.2,53.130096
20220813T0300,14.970245,64.95345,6.792466,57.994614
20220813T0400,14.070246,68.3928,6.6087217,60.64225
20220813T0500,13.8102455,70.468796,6.6087217,60.64225
20220813T0600,13.910245,72.52903,4.198285,59.036232
20220813T0700,17.560246,58.6531,4.8433046,48.01277
20220813T0800,20.310246,48.69489,5.8603754,47.489548
20220813T0900,22.560246,43.120262,7.7879906,56.30993
20220813T1000,24.620245,39.474712,8.049845,63.43495
20220813T1100,26.310246,36.854595,8.654987,44.999985
20220813T1200,27.820246,33.196045,8.161764,48.576324
20220813T1300,29.060246,29.75393,8.714677,51.70984
20220813T1400,30.070246,26.76446,8.78872,55.007973
20220813T1500,30.730246,24.500635,8.587338,56.976128
20220813T1600,31.100245,23.021029,10.1887,57.994614
20220813T1700,30.900246,22.283548,10.495713,67.83366
20220813T1800,30.320246,22.442259,9.9571085,77.47118
20220813T1900,28.330246,25.682117,6.489992,86.82017
20220813T2000,24.560246,32.337135,7.69592,100.784294
20220813T2100,22.600245,37.14797,6.6087217,119.35774
20220813T2200,20.770245,43.28651,7.5942082,121.429565
20220813T2300,19.180244,47.78941,8.4042845,99.86581
20220814T0000,17.850245,52.354618,6.696387,126.25384
20220814T0100,17.360245,53.63765,5.495161,121.6075
20220814T0200,15.960245,60.360558,4.73506,98.74616
20220814T0300,14.800245,65.76164,2.9024127,119.74488
20220814T0400,14.630245,66.67162,4.452954,104.03624
20220814T0500,13.990245,69.50419,5.8048253,97.125015
20220814T0600,13.830245,72.0722,4.6938252,94.398705
20220814T0700,16.940245,61.299717,5.0911684,98.1301
20220814T0800,20.120245,50.624386,4.5536795,108.434944
20220814T0900,22.510244,45.80149,5.6920996,108.434944
20220814T1000,24.460245,41.77378,5.6233797,129.80557
20220814T1100,26.250246,39.461666,4.6938257,212.47119
20220814T1200,26.890245,37.59119,12.599998,233.1301
20220814T1300,27.590246,36.119938,15.807239,239.93141
20220814T1400,27.420246,36.095974,17.22742,243.97041
20220814T1500,27.030245,37.406013,14.241629,253.85567
20220814T1600,26.740246,39.23397,14.145756,255.25644
20220814T1700,26.510244,42.321213,10.587917,252.18112
20220814T1800,25.450245,48.573166,7.968939,251.56506
20220814T1900,24.530245,54.41942,7.289445,237.09476
20220814T2000,23.420246,60.415096,6.638072,229.39871
20220814T2100,23.020245,61.741253,6.9153743,231.3402
20220814T2200,21.800245,64.82274,6.4096174,231.84277
20220814T2300,19.960245,71.4646,10.028439,248.9625
20220815T0000,18.410246,80.65755,6.8777895,222.8789
20220815T0100,17.290245,88.10229,8.0899935,237.72437
20220815T0200,16.730246,91.47702,6.193674,234.46233
20220815T0300,16.300245,93.723076,5.315336,241.69925
20220815T0400,16.160246,94.44533,3.2399998,180
20220815T0500,15.890245,95.35393,7.771331,166.6075
20220815T0600,16.050245,92.80641,8.427383,160.01689
20220815T0700,17.730246,86.565956,8.905908,165.96376
20220815T0800,19.500246,77.546684,7.5685663,177.27368
20220815T0900,21.480246,68.58843,7.10031,210.46555
20220815T1000,23.250246,60.21985,8.913181,226.63658
20220815T1100,24.680244,56.717236,10.630672,208.30077
20220815T1200,24.930244,54.449898,9.673221,225
20220815T1300,24.950245,52.858284,16.641972,218.85338
20220815T1400,23.280245,55.136917,16.299694,226.78992
20220815T1500,22.870245,54.96128,11.298495,247.52057
20220815T1600,23.940245,50.770348,6.28713,246.37064
20220815T1700,23.930244,49.320274,3.8268526,221.18593
20220815T1800,23.490246,51.626476,5.1544156,167.90524
20220815T1900,22.470245,57.09784,6.193674,144.46231
20220815T2000,20.980246,65.06747,5.1165614,140.71059
20220815T2100,20.020245,71.05988,4.6102495,141.34018
20220815T2200,18.900246,76.905754,4.829907,153.43495
20220815T2300,18.550245,80.52011,5.3999996,180
20220816T0000,18.260244,81.79288,5.00128,149.74356
20220816T0100,17.630245,83.80502,4.896529,162.89728
20220816T0200,17.010244,84.88428,6.489992,146.30994
20220816T0300,15.980246,90.07393,7.386582,133.02505
20220816T0400,15.700245,91.76851,5.6233797,140.19443
20220816T0500,15.190246,92.69881,4.3498964,155.55605
20220816T0600,15.280245,91.86198,4.6938257,147.52881
20220816T0700,17.560246,83.68849,5.0911684,135
20220816T0800,19.930244,71.18148,5.1919937,146.30994
20220816T0900,22.080246,62.24997,5.937272,165.96376
20220816T1000,24.170246,53.97636,6.12,180
20220816T1100,25.970245,47.584446,7.9526596,185.19443
20220816T1200,27.290245,41.27446,7.5170207,196.69925
20220816T1300,28.410246,37.15244,5.04,180
20220816T1400,29.320246,33.506096,5.0528407,175.91438
20220816T1500,30.090246,30.997185,5.4833565,203.1986
20220816T1600,30.390245,29.961641,4.1046314,232.12502
20220816T1700,30.560246,29.178074,1.8,270
20220816T1800,29.950245,29.720297,4.829907,63.43495
20220816T1900,27.270245,37.57357,5.506941,78.69006
20220816T2000,23.460245,47.62285,7.42159,75.96376
20220816T2100,22.020245,52.199066,7.4128532,60.945396
20220816T2200,20.590246,56.66762,6.696387,53.746155
20220816T2300,19.410246,66.45191,6.3690495,137.2906
20220817T0000,18.810246,70.55376,3.319036,167.47119
20220817T0100,18.840246,72.33496,11.090103,234.24612
20220817T0200,19.430244,69.80152,15.111424,257.61926
20220817T0300,19.140245,72.625595,11.874544,284.03625
20220817T0400,18.480246,77.290665,5.00128,329.7436
20220817T0500,18.220245,77.85589,5.154415,65.224846
20220817T0600,18.420246,78.24075,6.439876,63.43495
20220817T0700,19.670246,73.098755,4.510787,118.61046
20220817T0800,21.480246,65.132706,4.68,180
20220817T0900,22.540245,61.59201,2.4149535,153.43495
20220817T1000,24.120245,54.989994,2.1897945,170.53767
20220817T1100,24.690245,58.684082,9.360001,157.38013
20220817T1200,26.070246,50.735886,10.00256,149.74356
20220817T1300,27.730246,43.586533,11.709688,135
20220817T1400,28.940245,40.110634,10.195057,137.8624
20220817T1500,28.780245,40.512512,10.685391,122.61925
20220817T1600,28.020245,41.72201,9.931042,133.53119
20220817T1700,26.700245,42.90637,6.696387,126.25384
20220817T1800,25.380245,48.872276,8.12197,102.80426
20220817T1900,23.570246,60.722965,5.8603754,100.61965
20220817T2000,22.290245,61.61467,8.161764,131.42366
20220817T2100,20.560246,68.05117,4.73506,171.25385
20220817T2200,20.180244,68.95437,4.198285,210.96376
20220817T2300,18.330246,94.5922,3.8773184,248.1986
20220818T0000,18.060246,95.5481,2.3051248,38.659805
20220818T0100,18.280245,93.932106,7.24486,153.43495
20220818T0200,17.920246,93.8568,5.0142193,201.0375
20220818T0300,17.750246,95.113655,3.563818,315
20220818T0400,17.530245,95.04535,3.219938,333.43497
20220818T0500,17.750246,94.449524,0.71999997,180
20220818T0600,17.340246,96.75194,2.2768397,198.43495
20220818T0700,17.680244,96.207405,1.835647,168.69006
20220818T0800,18.380245,92.45647,1.609969,243.43495
20220818T0900,19.060246,87.02408,1.2979984,33.690063
20220818T1000,20.170246,79.86387,2.5455842,44.999985
20220818T1100,19.510244,88.6249,2.16,180
20220818T1200,20.710245,82.51403,6.0347,287.35403
20220818T1300,21.110245,81.731,10.041354,345.46555
20220818T1400,21.010244,82.39317,2.4149535,26.565033
20220818T1500,21.450245,81.25862,5.5887027,284.93143
20220818T1600,21.370245,83.27079,3.396233,327.99463
20220818T1700,20.980246,85.298035,5.1165614,320.7106
20220818T1800,20.230246,92.72682,5.3999996,323.13013
20220818T1900,19.450245,97.344406,5.495161,328.39252
